staff_id,first_name,last_name,role,department_id,nationality,hire_date,shift,email,is_active
3154,Sara,Al Tarawneh,Case Manager,12,Jordanian,2016-04-17,Rotating,sara_altarawneh@icloud.com,True
3155,Angel,Lopez,Occupational Therapist,1,Filipino,2020-11-11,Day,angellopez@gmail.com,True
3156,Hessa,Al Marri,Billing Specialist,3,UAE,2024-05-31,Day,hessaalmarri@ymail.com,True
3157,Ritu,Ali,Pharmacy Technician,12,Indian,2022-04-04,Night,ritu40@ymail.com,True
3158,Ana,Fernandez,Physical Therapist,7,Filipino,2023-11-03,Evening,ana50@gmail.com,True
3159,Shamsa,Al Muhairi,Pharmacy Technician,11,UAE,2022-11-26,Rotating,shamsa57@icloud.com,True
3160,Latifa,Al Marri,Unit Coordinator,3,UAE,2022-08-28,Day,latifa32@gmail.com,True
3161,Neha,Reddy,Billing Specialist,1,Indian,2018-09-15,Night,neha.reddy@outlook.com,False
3162,Shereen,Nassar,Patient Care Technician,10,Egyptian,2021-03-03,Day,shereen50@outlook.com,False
3163,Zainab,Chaudhry,Physical Therapist,2,Pakistani,2018-12-02,Day,zchaudhry@yahoo.com,True
3164,Yasmin,Al Shehhi,Registered Nurse,2,UAE,2022-07-02,Day,yasmin40@icloud.com,True
3165,Lina,Rashid,Receptionist,7,UAE,2017-11-16,Night,lina.rashid@icloud.com,True
3166,Ananya,Verma,Licensed Practical Nurse,5,Indian,2022-04-22,Day,ananya.verma@gmail.com,True
3167,Fatima,Al Hosani,Pharmacist,11,Other,2022-01-22,Rotating,fatima_alhosani@ymail.com,True
3168,Samina,Ali,Lab Technician,1,Pakistani,2020-02-24,Rotating,samina.ali@gmail.com,True
3169,Donna,Davis,Billing Specialist,7,American,2019-05-09,Night,donna_davis@yahoo.com,True
3170,Lovely,Cruz,Licensed Practical Nurse,12,Filipino,2024-07-06,Day,lovely.cruz@yahoo.com,True
3171,Sandeep,Chopra,Physical Therapist,11,Indian,2015-05-07,Night,sandeepchopra@outlook.com,True
3172,Karen,Jones,Administrative Assistant,11,American,2023-12-01,Evening,kjones@gmail.com,True
3173,Mohamed,Said,Medical Assistant,5,Egyptian,2017-05-10,Rotating,mohamedsaid@hotmail.com,True
3174,Adel,Patel,Billing Specialist,4,Other,2016-04-14,Day,adel.patel@ymail.com,True
3175,Moza,Malhotra,Medical Assistant,5,Other,2016-02-07,Day,moza_malhotra@yahoo.com,True
3176,John,Cruz,Pharmacist,6,Filipino,2020-06-13,Night,jcruz@protonmail.com,True
3177,Mona,Abdelrahman,Radiology Technician,1,Egyptian,2018-07-06,Day,mona_abdelrahman@yahoo.com,True
3178,Muna,Al Shehhi,Unit Coordinator,8,UAE,2019-01-09,Rotating,muna72@gmail.com,True
3179,Sara,Youssef,Billing Specialist,12,Egyptian,2022-01-10,Day,sara.youssef@ymail.com,True
3180,Lina,Saeed,Pharmacist,1,UAE,2021-03-09,Day,lina_saeed@protonmail.com,True
3181,Nikhil,Joshi,Lab Technician,8,Indian,2020-08-14,Night,njoshi@icloud.com,True
3182,Huda,Ahmed,Radiology Technician,9,UAE,2016-07-28,Night,huda32@icloud.com,True
3183,Nancy,Ahmed,Licensed Practical Nurse,4,Other,2023-07-16,Night,nahmed@yahoo.com,True
3184,Jennifer,Fernandez,Patient Care Technician,8,Filipino,2015-07-10,Day,jfernandez@gmail.com,True
3185,Nida,Baig,Radiology Technician,7,Pakistani,2022-05-01,Day,nida.baig@icloud.com,True
3186,John,Ahmed,Respiratory Therapist,8,Other,2023-11-21,Night,john.ahmed@icloud.com,True
3187,Rohit,Rao,Pharmacist,3,Indian,2017-02-04,Day,rohit.rao@protonmail.com,True
3188,Ashley,Martin,Patient Care Technician,4,American,2021-08-16,Day,ashley.martin@outlook.com,True
3189,Wael,Ahmed,Lab Technician,1,Egyptian,2016-11-12,Day,wael33@hotmail.com,True
3190,Sherif,Mohamed,Pharmacist,8,Egyptian,2021-10-20,Evening,sherifmohamed@outlook.com,True
3191,Hana,Farouk,Radiology Technician,12,Egyptian,2022-09-09,Day,hana68@icloud.com,True
3192,Rajesh,Nair,Occupational Therapist,3,Indian,2021-10-16,Day,rajesh70@icloud.com,True
3193,Linda,Williams,Patient Care Technician,11,British,2016-06-17,Evening,linda.williams@ymail.com,True
3194,Anjali,Khan,Occupational Therapist,4,Indian,2023-12-31,Night,akhan@icloud.com,True
3195,Lina,Davis,Lab Technician,5,Other,2020-05-08,Rotating,ldavis@icloud.com,True
3196,Rajesh,Ahmed,Receptionist,9,Indian,2015-01-30,Day,rahmed@hotmail.com,True
3197,Shaikha,Al Hosani,Occupational Therapist,10,UAE,2019-02-06,Night,shaikha_alhosani@ymail.com,True
3198,Hana,Mostafa,Patient Care Technician,5,Egyptian,2018-06-10,Night,hanamostafa@ymail.com,True
3199,Rami,Khalifa,Radiology Technician,2,UAE,2017-05-28,Night,rami53@icloud.com,True
3200,Ahmad,Ahmad,Medical Assistant,3,Jordanian,2020-04-15,Evening,ahmad.ahmad@gmail.com,True
3201,Sana,Chopra,Administrative Assistant,12,Indian,2021-09-13,Day,sana_chopra@hotmail.com,True
3202,Kimberly,Joshi,Pharmacist,1,Other,2023-10-17,Night,kimberlyjoshi@icloud.com,True
3203,Mohammed,Al Kaabi,Medical Assistant,5,UAE,2023-09-29,Day,mohammed_alkaabi@hotmail.com,True
3204,Sana,Ali,Administrative Assistant,12,Pakistani,2024-04-21,Night,sali@yahoo.com,False
3205,Latifa,Al Muhairi,Physical Therapist,10,UAE,2015-01-20,Day,latifa62@gmail.com,True
3206,Bilal,Aslam,Billing Specialist,9,Pakistani,2024-02-13,Rotating,bilal_aslam@hotmail.com,True
3207,Sandra,Moore,Registered Nurse,8,British,2016-04-21,Day,sandramoore@protonmail.com,True
3208,Nancy,Jackson,Registered Nurse,12,American,2024-05-01,Day,nancy.jackson@hotmail.com,True
3209,Jamal,Hernandez,Case Manager,6,Other,2017-06-14,Evening,jamalhernandez@protonmail.com,True
3210,Alia,Kumar,Pharmacy Technician,5,Other,2017-04-26,Day,alia41@yahoo.com,True
3211,Khadija,Ahmed,Patient Care Technician,10,UAE,2015-01-28,Rotating,khadija.ahmed@ymail.com,True
3212,Mai,Farouk,Patient Care Technician,3,Egyptian,2023-07-28,Evening,mai_farouk@outlook.com,True
3213,Rania,Al Shehhi,Licensed Practical Nurse,9,UAE,2018-11-23,Day,raniaalshehhi@hotmail.com,False
3214,Maria,Santos,Pharmacist,7,Filipino,2021-07-07,Day,maria56@ymail.com,True
3215,Kamran,Qureshi,Respiratory Therapist,3,Pakistani,2020-08-04,Night,kqureshi@yahoo.com,True
3216,Khalid,Al Maktoum,Pharmacy Technician,2,UAE,2023-01-31,Day,khalid40@hotmail.com,True
3217,Maha,Al Shamsi,Patient Care Technician,1,UAE,2016-12-24,Night,maha27@icloud.com,True
3218,Kevin,White,Licensed Practical Nurse,7,British,2016-02-10,Night,kevinwhite@ymail.com,True
3219,Prakash,Nair,Respiratory Therapist,6,Other,2021-04-14,Night,pnair@gmail.com,True
3220,Ritu,Nair,Radiology Technician,5,Indian,2018-12-25,Day,ritu_nair@ymail.com,True
3221,Sneha,Thomas,Lab Technician,3,Other,2022-03-08,Rotating,sneha_thomas@protonmail.com,True
3222,Sunita,Reddy,Case Manager,4,Indian,2018-07-08,Day,sreddy@icloud.com,True
3223,Jawaher,Al Ketbi,Unit Coordinator,7,UAE,2016-11-16,Day,jawaheralketbi@protonmail.com,True
3224,Maha,Al Suwaidi,Pharmacist,3,UAE,2019-06-15,Day,maha_alsuwaidi@icloud.com,True
3225,Jennifer,Brown,Billing Specialist,10,British,2016-09-28,Day,jbrown@outlook.com,True
3226,Neha,Khan,Radiology Technician,1,Indian,2015-05-24,Night,neha_khan@hotmail.com,False
3227,Nadeem,Malik,Radiology Technician,10,Pakistani,2021-09-13,Night,nadeem91@hotmail.com,True
3228,Michael,Ramirez,Pharmacy Technician,2,Filipino,2019-12-15,Day,mramirez@outlook.com,True
3229,Jawaher,Al Shamsi,Respiratory Therapist,5,UAE,2020-04-05,Night,jawaher_alshamsi@ymail.com,True
3230,Moza,Al Nahyan,Pharmacy Technician,1,UAE,2021-02-23,Day,moza62@hotmail.com,True
3231,Lina,Mohammed,Physical Therapist,4,UAE,2017-12-13,Day,linamohammed@icloud.com,True
3232,Neha,Joshi,Billing Specialist,7,Other,2017-02-09,Evening,nehajoshi@yahoo.com,True
3233,Ritu,Verma,Pharmacist,6,Indian,2015-03-21,Day,ritu.verma@outlook.com,False
3234,Sandeep,Sharma,Pharmacy Technician,2,Indian,2016-09-09,Day,ssharma@hotmail.com,True
3235,Sandra,Johnson,Case Manager,2,American,2024-06-17,Rotating,sandra.johnson@yahoo.com,True
3236,Latifa,Mohammed,Billing Specialist,7,UAE,2024-04-15,Day,latifa_mohammed@ymail.com,False
3237,Latifa,Al Muhairi,Receptionist,9,UAE,2022-06-20,Evening,latifa_almuhairi@protonmail.com,False
3238,Sultan,Harris,Receptionist,5,Other,2020-05-25,Night,sharris@gmail.com,True
3239,Ibrahim,Al Qubaisi,Case Manager,1,UAE,2016-11-16,Rotating,ibrahim.alqubaisi@hotmail.com,True
3240,Rami,Khalifa,Patient Care Technician,12,UAE,2021-09-08,Day,ramikhalifa@outlook.com,True
3241,Jose,Reyes,Respiratory Therapist,11,Filipino,2016-09-22,Rotating,josereyes@hotmail.com,True
3242,Ananya,Martinez,Pharmacist,1,Other,2022-09-24,Day,amartinez@gmail.com,True
3243,Vishal,Nair,Radiology Technician,9,Indian,2018-11-25,Day,vnair@ymail.com,True
3244,Shaikha,Al Nahyan,Unit Coordinator,5,Other,2024-03-10,Day,shaikha_alnahyan@gmail.com,True
3245,Ayesha,Siddiqui,Pharmacy Technician,6,Pakistani,2023-02-01,Day,ayesha_siddiqui@outlook.com,True
3246,Hina,Mirza,Case Manager,7,Pakistani,2022-03-10,Day,hina22@protonmail.com,True
3247,Khalid,Rashid,Receptionist,8,Other,2017-02-23,Day,khalid_rashid@protonmail.com,True
3248,Aisha,Mostafa,Pharmacy Technician,10,Egyptian,2023-01-19,Day,aisha_mostafa@ymail.com,True
3249,Kevin,Hernandez,Respiratory Therapist,12,American,2015-08-27,Rotating,kevin44@gmail.com,True
3250,Bassam,Harris,Receptionist,2,Other,2023-02-18,Day,bassamharris@outlook.com,True
3251,Hessa,Al Hashimi,Occupational Therapist,12,UAE,2016-03-08,Rotating,halhashimi@protonmail.com,True
3252,Sofia,Mendoza,Physical Therapist,9,Filipino,2018-10-14,Night,sofia78@hotmail.com,False
3253,Fatima,Smith,Occupational Therapist,11,Other,2019-10-30,Rotating,fatima51@outlook.com,True
3254,Safiya,Abdulla,Billing Specialist,6,UAE,2020-01-28,Night,safiya.abdulla@protonmail.com,True
3255,Rahul,Joshi,Registered Nurse,5,Indian,2017-06-27,Day,rahul.joshi@ymail.com,True
3256,David,Morales,Lab Technician,2,Filipino,2015-06-04,Night,davidmorales@yahoo.com,True
3257,Sherif,Mohamed,Physical Therapist,10,Egyptian,2017-06-09,Rotating,sherif_mohamed@outlook.com,True
3258,Lina,Kapoor,Licensed Practical Nurse,12,Other,2024-01-24,Night,lina.kapoor@ymail.com,True
3259,Noor,Singh,Registered Nurse,11,Other,2023-09-20,Night,nsingh@icloud.com,True
3260,Waqas,Butt,Lab Technician,1,Pakistani,2022-07-22,Rotating,waqas_butt@ymail.com,True
