doctor_id,first_name,last_name,specialty,department_id,nationality,hire_date,license_number,email,phone,years_experience,is_active
1093,Fatma,Ahmed,Reproductive Endocrinologist,11,Egyptian,11/09/2021,DHA-602248,fatma_ahmed@protonmail.com,971519225346,4,TRUE
1094,Christopher,Harris,Medical Oncologist,5,British,23/03/2017,DHA-763829,christopher84@protonmail.com,971557390515,8,FALSE
1095,Michael,Thompson,Trauma Surgeon,6,British,04/05/2021,DHA-855855,michael_thompson@hotmail.com,971537942639,4,TRUE
1096,Hossam,Mostafa,Trauma Surgeon,6,Egyptian,18/02/2012,,hossam_mostafa@gmail.com,971512432176,13,TRUE
1097,Prakash,Al Shehhi,Electrophysiologist,1,Other,11/05/2018,DHA-530764,prakash_alshehhi@ymail.com,971505825620,7,TRUE
1098,Rana,Ali,Neonatologist,4,Egyptian,19/05/2021,DHA-467121,rali@gmail.com,971544794319,4,TRUE
1099,Nida,Khan,Pulmonologist,10,Pakistani,29/08/2023,DHA-289179,nkhan@yahoo.com,971551102438,2,TRUE
1100,Fatima,Al Suwaidi,Stroke Specialist,2,UAE,28/12/2018,DHA-882354,fatimaalsuwaidi@hotmail.com,971568610913,7,TRUE
1101,Robert,Johnson,Neonatologist,4,American,11/04/2017,DHA-263137,robert30@gmail.com,971515565128,8,TRUE
1102,Iyad,Al Masri,Hematologist,5,Jordanian,01/12/2019,DHA-461939,iyad.almasri@yahoo.com,971599164342,6,TRUE
1103,Asad,Mirza,Pediatrician,4,Pakistani,12/11/2018,DHA-321494,amirza@yahoo.com,971553013003,7,TRUE
1104,Mariam,Al Tarawneh,Gastroenterologist,9,Jordanian,24/11/2012,DHA-973835,maltarawneh@gmail.com,971561709714,13,TRUE
1105,Kiran,Joshi,Emergency Physician,6,Indian,08/01/2017,DHA-220768,kiran.joshi@yahoo.com,971528719145,8,TRUE
1106,John,Al Dhaheri,Obstetrician,11,Other,18/10/2019,DHA-514991,jaldhaheri@outlook.com,971553820798,6,TRUE
1107,Nour,Al Qudah,Radiologist,7,Jordanian,02/11/2017,DHA-207798,nalqudah@outlook.com,971523564729,8,TRUE
1108,Nikhil,Shah,Internist,8,Indian,30/01/2021,DHA-814220,nikhil82@yahoo.com,971553532644,4,TRUE
1109,Anthony,Jackson,Critical Care,6,American,16/10/2016,DHA-177794,anthony_jackson@hotmail.com,971501954456,9,TRUE
1110,Steven,White,Spine Surgeon,3,British,10/01/2012,DHA-681242,steven_white@ymail.com,971594158134,13,TRUE
1111,Aisha,Singh,Emergency Physician,6,Indian,22/05/2011,DHA-629057,aishasingh@gmail.com,971538344365,14,FALSE
1112,Salma,Al Sharif,Critical Care,6,Jordanian,24/07/2013,DHA-912085,salma53@gmail.com,971552105817,12,TRUE
1113,Shereen,Ibrahim,Trauma Surgeon,6,Egyptian,16/05/2016,DHA-449555,shereen20@protonmail.com,971526869018,9,TRUE
1114,Mariam,Al Marri,Hospitalist,8,UAE,16/10/2018,DHA-686072,malmarri@ymail.com,971529831414,7,TRUE
1115,Rashid,Al Dhaheri,Hospitalist,8,UAE,12/02/2018,DHA-903373,rashidaldhaheri@outlook.com,971523599548,7,TRUE
1116,Kimberly,Johnson,Pulmonologist,10,American,21/05/2021,DHA-794083,kimberly53@outlook.com,971597320310,4,TRUE
1117,Anthony,Davis,Stroke Specialist,2,American,18/09/2013,DHA-565776,adavis@ymail.com,971574925917,12,TRUE
1118,Aisha,Al Majali,Pediatric Surgeon,4,Jordanian,09/05/2014,DHA-906814,aisha_almajali@icloud.com,971588023963,11,FALSE
1119,Hamad,Al Hashimi,Pulmonologist,10,UAE,11/08/2015,DHA-207573,hamad.alhashimi@yahoo.com,971513689594,10,TRUE
1120,Hind,Al Muhairi,Obstetrician,11,UAE,24/10/2019,DHA-466566,hind_almuhairi@gmail.com,971569422281,6,TRUE
1121,Youssef,Saleh,Medical Oncologist,5,Egyptian,30/05/2018,DHA-929822,youssefsaleh@gmail.com,971548926478,7,TRUE
1122,Suresh,Sharma,Stroke Specialist,2,Indian,09/07/2020,DHA-368355,sureshsharma@icloud.com,971599854536,5,TRUE
1123,Ibrahim,Rashid,Gastroenterologist,9,UAE,03/10/2016,DHA-753064,ibrahim.rashid@gmail.com,971579993490,9,TRUE
1124,Hassan,Kamal,Emergency Physician,6,Egyptian,22/03/2013,DHA-698384,hassankamal@protonmail.com,971519782613,12,FALSE
1125,Nisha,Sharma,Electrophysiologist,1,Indian,16/03/2022,DHA-509420,nisha.sharma@protonmail.com,971567262974,3,TRUE
1126,Nour,Saleh,Cardiologist,1,Egyptian,25/09/2017,DHA-239890,nsaleh@icloud.com,971553937508,8,TRUE
1127,Jennifer,Moore,Hospitalist,8,British,25/09/2020,DHA-138780,jennifermoore@gmail.com,971531703065,5,TRUE
1128,Sanjay,Joshi,Pediatric Surgeon,4,Indian,07/03/2022,DHA-474314,sjoshi@yahoo.com,971517174337,3,TRUE
1129,Samer,Al Khatib,Radiation Oncologist,5,Jordanian,03/09/2018,DHA-936020,salkhatib@ymail.com,971518121922,7,TRUE
1130,Mostafa,Nassar,Radiologist,7,Egyptian,27/03/2022,DHA-421384,mostafa67@protonmail.com,971563795835,3,TRUE
1131,John,Williams,Pediatrician,4,British,28/11/2017,DHA-803787,john_williams@yahoo.com,971583684131,8,FALSE
1132,Walid,Hassan,Stroke Specialist,2,UAE,30/10/2019,DHA-484123,walid_hassan@icloud.com,971503574265,6,TRUE
1133,Joshua,Taylor,Gynecologist,11,American,16/12/2019,DHA-517368,jtaylor@outlook.com,971511434753,6,TRUE
1134,Zainab,Al Muhairi,Trauma Surgeon,6,UAE,07/08/2022,DHA-324993,zalmuhairi@protonmail.com,971574358435,3,TRUE
1135,Hamad,Mehta,Sleep Specialist,10,Other,15/11/2013,DHA-800280,hamad.mehta@icloud.com,971585871470,12,TRUE
1136,Sanjay,Gupta,Pulmonologist,10,Indian,09/02/2018,DHA-348235,sanjay.gupta@yahoo.com,971587189302,7,TRUE
1137,Jamal,Abdulla,Dermatologist,12,UAE,08/12/2011,DHA-601916,jamal_abdulla@ymail.com,971562237331,14,TRUE
1138,Rahul,Ali,Pediatrician,4,Indian,04/02/2020,DHA-770872,rahulali@ymail.com,971528258130,5,TRUE
1139,Saeed,Khalifa,Pulmonologist,10,UAE,15/08/2021,DHA-336422,saeed54@yahoo.com,971515204459,4,TRUE
1140,Robert,Jackson,Cosmetic Dermatologist,12,British,22/10/2012,DHA-772124,robert31@icloud.com,971523872269,13,TRUE
1141,Omar,Al Dhaheri,Hospitalist,8,Other,28/07/2017,DHA-147670,omar92@yahoo.com,971537989166,8,TRUE
1142,Rania,Kamal,Electrophysiologist,1,Egyptian,28/03/2022,DHA-943776,rania_kamal@yahoo.com,971572224284,3,TRUE
1143,Rahul,Malhotra,Neurosurgeon,2,Indian,10/11/2020,DHA-853258,rmalhotra@hotmail.com,971527216632,5,TRUE
1144,Khalid,Al Nuaimi,Cardiologist,1,UAE,18/06/2020,DHA-153063,khalid_alnuaimi@ymail.com,971598015136,5,TRUE
1145,Amina,Raza,Pulmonologist,10,Pakistani,06/05/2017,DHA-622469,amina_raza@hotmail.com,971549344488,8,TRUE
1146,Yasir,Ahmed,Reproductive Endocrinologist,11,Pakistani,03/04/2020,DHA-152995,yasir_ahmed@icloud.com,971575794062,5,TRUE
1147,Patricia,Hussain,Sleep Specialist,10,Other,02/01/2013,DHA-147440,patricia.hussain@icloud.com,971584265774,13,TRUE
1148,Gaurav,Hussain,Sports Medicine,3,Indian,23/04/2021,DHA-224582,gaurav.hussain@hotmail.com,971556688907,4,TRUE
1149,John,Johnson,Pediatrician,4,British,19/06/2014,DHA-140804,jjohnson@ymail.com,971579712957,11,TRUE
1150,Tariq,Mirza,Radiologist,7,Pakistani,10/05/2017,DHA-722565,tariq53@ymail.com,971589931180,8,TRUE
1151,Huda,Al Hiyari,Trauma Surgeon,6,Jordanian,17/05/2010,DHA-422623,huda.alhiyari@icloud.com,971575454861,15,FALSE
1152,George,Thomas,Gastroenterologist,9,British,25/02/2011,DHA-254954,georgethomas@gmail.com,971592843740,14,TRUE
1153,Iyad,Ahmad,Radiation Oncologist,5,Jordanian,25/05/2013,DHA-741181,iyad.ahmad@protonmail.com,971529702060,12,TRUE
1154,Anil,Shah,Neonatologist,4,Indian,23/09/2020,DHA-659024,anil53@yahoo.com,971549123194,5,TRUE
1155,Laila,Nassar,Spine Surgeon,3,Egyptian,11/09/2016,DHA-839142,laila_nassar@yahoo.com,971576851946,9,TRUE
1156,Ramy,Said,Reproductive Endocrinologist,11,Egyptian,19/02/2016,DHA-513697,ramysaid@yahoo.com,971505825636,9,FALSE
1157,Kevin,Rodriguez,Interventional Cardiologist,1,American,02/10/2015,DHA-689318,krodriguez@outlook.com,971515014486,10,TRUE
1158,Paul,Anderson,Hospitalist,8,British,23/01/2015,DHA-852204,paul.anderson@protonmail.com,971521086930,10,FALSE
1159,Ashley,Martin,Dermatologist,12,British,16/02/2019,DHA-782139,amartin@yahoo.com,971541992583,6,TRUE
1160,Anjali,Reddy,Electrophysiologist,1,Indian,18/03/2015,DHA-538184,anjali.reddy@ymail.com,971569311162,10,TRUE
1161,Omar,Al Dhaheri,Hepatologist,9,UAE,03/11/2010,DHA-398384,omar68@icloud.com,971573251501,15,TRUE
1162,Reem,Hassan,Emergency Physician,6,Jordanian,11/07/2012,DHA-295243,rhassan@ymail.com,971544240708,13,TRUE
1163,Vikram,Reddy,Sleep Specialist,10,Indian,05/08/2019,DHA-247442,vreddy@outlook.com,971505375250,6,TRUE
1164,Fatma,Farouk,Trauma Surgeon,6,Egyptian,24/05/2017,DHA-785436,fatmafarouk@gmail.com,971518808032,8,TRUE
1165,Karen,Taylor,Hematologist,5,British,22/12/2016,DHA-744481,karentaylor@outlook.com,971573570027,9,TRUE
1166,Emily,Miller,Cosmetic Dermatologist,12,American,30/04/2019,DHA-898867,emily41@ymail.com,971519816538,6,TRUE
1167,Muna,Al Ali,Internist,8,UAE,27/08/2022,DHA-311976,muna83@outlook.com,971526504900,3,TRUE
1168,Joshua,Moore,Hematologist,5,American,10/08/2014,DHA-947975,joshua_moore@outlook.com,971587969667,11,TRUE
1169,James,Miller,Interventional Cardiologist,1,American,29/11/2016,DHA-706403,james.miller@hotmail.com,971552069713,9,TRUE
1170,Walid,Al Shamsi,Cardiologist,1,UAE,03/08/2020,DHA-903028,walid_alshamsi@yahoo.com,971568525204,5,TRUE
1171,Emily,Jones,Gynecologist,11,British,20/10/2011,DHA-785280,emily.jones@outlook.com,971587594429,14,TRUE
1172,Sandra,Thompson,Internist,8,American,29/01/2010,DHA-544730,sandra_thompson@ymail.com,971535152562,15,TRUE
1173,Huda,Saeed,Neurologist,2,UAE,13/07/2012,DHA-116405,hudasaeed@gmail.com,971511563316,13,TRUE
1174,Thomas,Thompson,Internist,8,American,28/06/2015,DHA-327823,thomasthompson@icloud.com,971544928578,10,TRUE
1175,Lisa,Davis,Family Physician,8,British,14/12/2022,DHA-416422,lisa28@outlook.com,971566041569,3,TRUE
1176,Andrew,Johnson,Critical Care,6,British,05/12/2013,DHA-461145,andrew_johnson@ymail.com,971586347476,12,TRUE
1177,Amr,Kamal,Radiation Oncologist,5,Egyptian,11/06/2018,DHA-415344,amr_kamal@gmail.com,971587923579,7,FALSE
1178,Mahmoud,El Sayed,Emergency Physician,6,Egyptian,17/09/2018,DHA-988283,mahmoud.elsayed@icloud.com,971531864641,7,TRUE
1179,Bassam,Moore,Hospitalist,8,Other,20/11/2010,DHA-319036,bmoore@gmail.com,971534188068,15,FALSE
1180,Betty,Davis,Neurosurgeon,2,British,11/06/2015,DHA-678897,bdavis@hotmail.com,971579953163,10,TRUE
